index,answer
6762,choice='D' probability=0.8
6763,choice='A' probability=0.7
6764,choice='D' probability=0.8
6765,
6766,choice='A' probability=0.8
6767,
6768,choice='A' probability=0.9
6769,choice='B' probability=0.8
6770,choice='D' probability=0.9
6771,choice='C' probability=0.8
6772,choice='D' probability=0.85
6773,
6774,
6775,
6776,
6777,choice='C' probability=0.8
6778,choice='C' probability=0.8
6779,choice='B' probability=0.8
6780,choice='D' probability=0.9
6781,choice='C' probability=0.8
6782,
6783,choice='A' probability=0.8
6784,
6785,choice='C' probability=0.8
6786,choice='C' probability=0.8
6787,
6788,choice='D' probability=0.9
6789,
6790,
6791,choice='D' probability=0.8
6792,choice='A' probability=0.9
6793,choice='C' probability=0.9
6794,choice='B' probability=0.8
6795,
6796,choice='A' probability=0.8
6797,
6798,choice='A' probability=0.75
6799,
6800,
6801,choice='D' probability=0.9
6802,choice='B' probability=0.8
6803,choice='D' probability=0.8
6804,
6805,choice='A' probability=0.8
6806,
6807,choice='A' probability=0.8
6808,choice='A' probability=0.8
6809,choice='A' probability=0.8
6810,choice='A' probability=0.8
6811,choice='C' probability=0.8
6812,choice='C' probability=0.7
6813,choice='A' probability=0.9
6814,
6815,
6816,choice='B' probability=0.8
6817,choice='C' probability=0.8
6818,
6819,choice='B' probability=0.8
6820,choice='B' probability=0.8
6821,choice='B' probability=0.8
6822,choice='B' probability=0.8
6823,choice='C' probability=0.8
6824,choice='D' probability=0.8
6825,choice='B' probability=0.8
6826,choice='B' probability=0.8
6827,choice='B' probability=0.8
6828,choice='C' probability=0.6
6829,choice='B' probability=0.8
6830,choice='D' probability=0.9
6831,choice='C' probability=0.8
6832,choice='C' probability=0.9
6833,choice='B' probability=0.9
6834,choice='B' probability=0.9
6835,choice='C' probability=0.8
6836,choice='B' probability=0.9
6837,
6838,choice='A' probability=0.8
6839,
6840,
6841,choice='D' probability=0.9
6842,
6843,choice='C' probability=0.8
6844,
6845,
6846,
6847,choice='A' probability=0.9
6848,
6849,
6850,choice='C' probability=0.8
6851,choice='A' probability=0.8
6852,choice='B' probability=0.9
6853,choice='C' probability=0.9
6854,choice='B' probability=0.8
6855,
6856,choice='A' probability=0.9
6857,
6858,
6859,choice='D' probability=0.8
6860,choice='C' probability=0.9
6861,choice='B' probability=0.8
6862,choice='A' probability=0.8
6863,choice='B' probability=0.9
6864,choice='B' probability=0.8
6865,
6866,
6867,choice='C' probability=0.8
6868,choice='B' probability=0.8
6869,choice='A' probability=0.7
6870,choice='D' probability=0.8
6871,choice='B' probability=0.8
6872,choice='B' probability=0.8
6873,choice='C' probability=0.8
6874,
6875,choice='D' probability=0.7
6876,choice='C' probability=0.9
6877,
6878,choice='A' probability=0.9
6879,choice='A' probability=0.9
6880,choice='C' probability=0.8
6881,choice='B' probability=0.9
6882,choice='A' probability=0.9
6883,choice='D' probability=0.8
6884,
6885,choice='C' probability=0.8
6886,
6887,choice='B' probability=0.8
6888,choice='C' probability=0.8
6889,choice='D' probability=0.9
6890,choice='D' probability=0.9
6891,choice='D' probability=0.9
6892,choice='C' probability=0.7
6893,
6894,choice='C' probability=0.8
6895,choice='B' probability=0.8
6896,choice='B' probability=0.9
6897,
6898,choice='C' probability=0.9
6899,
6900,
6901,choice='B' probability=0.8
6902,choice='C' probability=0.9
6903,choice='B' probability=0.8
6904,choice='C' probability=0.9
6905,choice='B' probability=0.9
6906,choice='B' probability=0.8
6907,choice='A' probability=0.8
6908,
6909,
6910,choice='C' probability=0.9
6911,choice='B' probability=0.8
6912,
6913,choice='B' probability=0.9
6914,choice='A' probability=0.8
6915,choice='A' probability=0.9
6916,choice='B' probability=0.8
6917,choice='B' probability=0.8
6918,choice='A' probability=0.9
6919,choice='A' probability=0.9
6920,choice='C' probability=0.8
6921,choice='A' probability=0.9
6922,choice='C' probability=0.9
6923,choice='B' probability=0.8
6924,choice='D' probability=0.8
6925,choice='B' probability=0.9
6926,choice='A' probability=0.9
6927,choice='B' probability=0.9
6928,choice='A' probability=0.8
6929,choice='A' probability=0.9
6930,choice='C' probability=0.9
6931,
6932,choice='B' probability=0.8
6933,choice='B' probability=0.8
6934,choice='B' probability=0.8
6935,choice='A' probability=0.9
6936,choice='C' probability=0.8
6937,
6938,choice='A' probability=0.9
6939,choice='A' probability=0.9
6940,
6941,choice='C' probability=0.9
6942,
6943,
6944,choice='A' probability=0.9
6945,choice='C' probability=0.8
6946,
6947,choice='A' probability=0.8
6948,choice='B' probability=0.5
6949,choice='C' probability=0.5
6950,choice='C' probability=0.25
6951,choice='A' probability=0.75
6952,choice='D' probability=0.75
6953,choice='C' probability=0.9
6954,choice='A' probability=0.75
6955,choice='A' probability=0.25
6956,choice='A' probability=0.25
6957,choice='A' probability=0.75
6958,choice='C' probability=0.8
6959,choice='A' probability=0.25
6960,choice='B' probability=0.9
6961,choice='C' probability=0.8
6962,choice='D' probability=0.75
6963,
6964,
6965,choice='D' probability=0.9
6966,choice='D' probability=0.9
6967,choice='C' probability=0.8
6968,choice='B' probability=0.9
6969,
6970,choice='C' probability=0.8
6971,choice='B' probability=0.8
6972,choice='B' probability=0.8
6973,
6974,
6975,
6976,choice='A' probability=0.9
6977,choice='B' probability=0.9
6978,choice='C' probability=0.8
6979,choice='D' probability=0.8
6980,
6981,choice='A' probability=0.9
6982,choice='D' probability=0.9
6983,choice='B' probability=0.8
6984,choice='C' probability=0.9
6985,choice='D' probability=0.9
6986,choice='B' probability=0.8
6987,choice='C' probability=0.9
6988,
6989,
6990,
6991,choice='B' probability=0.8
6992,choice='A' probability=0.8
6993,choice='D' probability=0.8
6994,
6995,choice='D' probability=0.9
6996,choice='D' probability=0.9
6997,choice='A' probability=0.8
6998,choice='A' probability=0.8
6999,
7000,choice='A' probability=0.8
7001,choice='A' probability=0.8
7002,choice='A' probability=0.8
7003,choice='A' probability=0.8
7004,choice='A' probability=0.7
7005,choice='A' probability=0.8
7006,
7007,choice='A' probability=0.75
7008,
7009,
7010,
7011,
7012,
7013,choice='C' probability=0.9
7014,choice='C' probability=0.5
7015,
7016,
7017,choice='C' probability=0.8
7018,choice='D' probability=0.9
7019,
7020,choice='C' probability=0.8
7021,
7022,
7023,choice='A' probability=0.8
7024,
7025,choice='D' probability=0.9
7026,choice='A' probability=0.9
7027,choice='C' probability=0.9
7028,choice='C' probability=0.6
7029,choice='A' probability=0.8
7030,choice='C' probability=0.8
7031,choice='A' probability=0.8
7032,choice='A' probability=0.6
7033,choice='A' probability=0.8
7034,choice='C' probability=0.8
7035,choice='A' probability=0.6
7036,choice='C' probability=0.8
7037,choice='D' probability=0.9
7038,
7039,choice='A' probability=0.8
7040,
7041,choice='A' probability=0.9
7042,
7043,choice='C' probability=0.9
7044,choice='C' probability=0.25
7045,choice='A' probability=0.9
7046,choice='A' probability=0.85
7047,choice='B' probability=0.8
7048,
7049,choice='A' probability=0.8
7050,choice='A' probability=0.4
7051,choice='C' probability=0.5
7052,
7053,choice='A' probability=0.8
7054,choice='A' probability=0.4
7055,
7056,choice='A' probability=0.8
7057,choice='A' probability=0.8
7058,
7059,
7060,
7061,
7062,
7063,choice='A' probability=0.4
7064,choice='C' probability=0.9
7065,choice='A' probability=0.8
7066,choice='C' probability=0.8
7067,choice='D' probability=0.9
7068,choice='B' probability=0.8
7069,choice='C' probability=0.9
7070,choice='A' probability=0.8
7071,
7072,choice='B' probability=0.8
7073,choice='A' probability=0.8
7074,
7075,
7076,choice='A' probability=0.8
7077,
7078,
7079,
7080,choice='A' probability=0.4
7081,
7082,choice='B' probability=0.7
7083,choice='A' probability=0.8
7084,choice='A' probability=0.8
7085,
7086,
7087,choice='C' probability=0.8
7088,choice='B' probability=0.8
7089,choice='A' probability=0.9
7090,choice='C' probability=0.8
7091,choice='C' probability=0.8
7092,choice='B' probability=0.8
7093,choice='C' probability=0.8
7094,choice='D' probability=0.9
7095,choice='C' probability=0.8
7096,
7097,choice='D' probability=0.7
7098,choice='A' probability=0.9
7099,choice='D' probability=0.25
7100,choice='C' probability=0.7
7101,choice='A' probability=0.8
7102,
7103,
7104,choice='A' probability=0.8
7105,choice='A' probability=0.4
7106,
7107,choice='B' probability=0.7
7108,choice='C' probability=0.75
7109,choice='A' probability=0.8
7110,choice='A' probability=0.8
7111,choice='A' probability=0.7
7112,choice='A' probability=0.4
7113,choice='A' probability=0.6
7114,choice='A' probability=0.9
7115,choice='A' probability=0.8
7116,choice='C' probability=0.6
7117,choice='A' probability=0.8
7118,choice='A' probability=0.8
7119,choice='A' probability=0.9
7120,
7121,choice='A' probability=0.8
7122,choice='C' probability=0.7
7123,choice='B' probability=0.8
7124,choice='A' probability=0.5
7125,
7126,choice='B' probability=0.7
7127,choice='A' probability=0.8
7128,choice='A' probability=0.4
7129,choice='A' probability=0.4
7130,choice='A' probability=0.75
7131,choice='A' probability=0.9
7132,choice='D' probability=0.8
7133,choice='B' probability=0.9
7134,
7135,choice='A' probability=0.9
7136,
7137,choice='A' probability=0.9
7138,choice='A' probability=0.9
7139,choice='B' probability=0.8
7140,choice='C' probability=0.8
7141,
7142,
7143,choice='D' probability=0.75
7144,
7145,choice='A' probability=0.8
7146,choice='A' probability=0.9
7147,choice='C' probability=0.9
7148,choice='C' probability=0.9
7149,
7150,choice='D' probability=0.8
7151,
7152,
7153,choice='C' probability=0.75
7154,
7155,choice='A' probability=0.8
7156,choice='C' probability=0.8
7157,choice='A' probability=0.9
7158,choice='A' probability=0.4
7159,choice='A' probability=0.8
7160,choice='A' probability=0.8
7161,choice='A' probability=0.7
7162,choice='A' probability=0.6
7163,
7164,
7165,choice='A' probability=0.8
7166,choice='B' probability=0.8
7167,
7168,choice='C' probability=0.8
7169,
7170,
7171,
7172,choice='B' probability=0.85
7173,choice='D' probability=0.9
7174,
7175,
7176,choice='C' probability=0.7
7177,
7178,choice='C' probability=0.7
7179,choice='A' probability=0.8
7180,choice='A' probability=0.8
7181,choice='A' probability=0.8
7182,
7183,choice='A' probability=0.8
7184,
7185,choice='C' probability=0.8
7186,
7187,choice='A' probability=0.8
7188,choice='A' probability=0.75
7189,choice='D' probability=0.8
7190,choice='C' probability=0.9
7191,choice='A' probability=0.8
7192,choice='A' probability=0.8
7193,choice='C' probability=0.9
7194,choice='A' probability=0.8
7195,choice='B' probability=0.8
7196,choice='C' probability=0.9
7197,
7198,choice='C' probability=0.9
7199,choice='C' probability=0.8
7200,
7201,choice='C' probability=0.8
7202,choice='D' probability=0.9
7203,choice='C' probability=0.8
7204,
7205,
7206,choice='D' probability=0.8
7207,choice='B' probability=0.9
7208,choice='B' probability=0.8
7209,choice='C' probability=0.9
7210,choice='C' probability=0.9
7211,choice='C' probability=0.8
7212,
7213,choice='C' probability=0.8
7214,
7215,choice='D' probability=0.9
7216,
7217,choice='C' probability=0.25
7218,choice='C' probability=0.25
7219,choice='C' probability=0.75
7220,choice='C' probability=0.75
7221,choice='C' probability=0.25
7222,choice='C' probability=0.9
7223,
7224,choice='C' probability=0.9
7225,choice='A' probability=0.4
7226,
7227,choice='B' probability=0.95
7228,choice='A' probability=0.8
7229,choice='A' probability=0.7
7230,choice='B' probability=0.8
7231,choice='C' probability=0.9
7232,choice='A' probability=0.8
7233,choice='B' probability=0.8
7234,
7235,choice='C' probability=0.9
7236,choice='B' probability=0.9
7237,choice='A' probability=0.9
7238,choice='C' probability=0.8
7239,
7240,choice='B' probability=0.8
7241,choice='C' probability=0.8
7242,
7243,choice='D' probability=0.95
7244,choice='C' probability=0.7
7245,choice='C' probability=0.9
7246,choice='C' probability=0.9
7247,choice='D' probability=0.9
7248,choice='A' probability=0.8
7249,choice='A' probability=0.8
7250,choice='C' probability=0.9
7251,choice='C' probability=0.8
7252,choice='C' probability=0.9
7253,
7254,choice='C' probability=0.5
7255,choice='C' probability=0.8
7256,choice='A' probability=0.8
7257,choice='C' probability=0.8
7258,choice='A' probability=0.9
7259,choice='A' probability=0.9
7260,choice='A' probability=0.25
7261,
7262,
7263,
7264,choice='A' probability=0.25
7265,choice='A' probability=0.25
7266,choice='C' probability=0.25
7267,choice='A' probability=0.75
7268,choice='A' probability=0.8
7269,
7270,
7271,
7272,choice='B' probability=0.8
7273,choice='A' probability=0.9
7274,
7275,choice='A' probability=0.8
7276,
7277,
7278,choice='D' probability=0.8
7279,choice='C' probability=0.7
7280,choice='B' probability=0.8
7281,choice='A' probability=0.9
7282,choice='A' probability=0.8
7283,choice='A' probability=0.9
7284,choice='C' probability=0.8
7285,choice='D' probability=0.9
7286,choice='C' probability=0.9
7287,choice='D' probability=0.8
7288,choice='C' probability=0.8
7289,
7290,choice='B' probability=0.8
7291,choice='A' probability=0.9
7292,choice='A' probability=0.8
7293,choice='C' probability=0.7
7294,choice='A' probability=0.8
7295,choice='D' probability=0.8
7296,choice='C' probability=0.8
7297,choice='C' probability=0.8
7298,choice='B' probability=0.7
7299,
7300,
7301,
7302,
7303,choice='C' probability=0.8
7304,choice='B' probability=0.8
7305,
7306,choice='C' probability=0.8
7307,choice='C' probability=0.8
7308,
7309,
7310,choice='A' probability=0.9
7311,choice='B' probability=0.8
7312,choice='A' probability=0.8
7313,choice='B' probability=0.8
7314,
7315,choice='B' probability=0.8
7316,choice='C' probability=0.8
7317,choice='A' probability=0.8
7318,choice='D' probability=0.8
7319,choice='C' probability=0.9
7320,
7321,choice='A' probability=0.8
7322,choice='A' probability=0.8
7323,
7324,choice='A' probability=0.8
7325,choice='A' probability=0.9
7326,
7327,choice='B' probability=0.8
7328,choice='A' probability=0.8
7329,choice='C' probability=0.8
7330,choice='A' probability=0.8
7331,choice='D' probability=0.8
7332,choice='C' probability=0.8
7333,choice='C' probability=0.8
7334,choice='A' probability=0.8
7335,
7336,
7337,choice='D' probability=0.9
7338,choice='A' probability=0.9
7339,
7340,choice='A' probability=0.9
7341,choice='C' probability=0.8
7342,choice='A' probability=0.8
7343,
7344,
7345,choice='C' probability=0.9
7346,choice='D' probability=0.8
7347,
7348,choice='D' probability=0.8
7349,choice='A' probability=0.75
7350,choice='A' probability=0.75
7351,choice='A' probability=0.8
7352,
7353,
7354,choice='C' probability=0.8
7355,choice='C' probability=0.7
7356,choice='C' probability=0.4
7357,
7358,choice='A' probability=0.9
7359,
7360,
7361,choice='B' probability=0.8
7362,
7363,choice='A' probability=0.8
7364,
7365,
7366,
7367,choice='A' probability=0.25
7368,
7369,choice='A' probability=0.25
7370,
7371,choice='A' probability=0.25
7372,choice='A' probability=0.25
7373,choice='C' probability=0.75
7374,
7375,
7376,choice='A' probability=0.7
7377,choice='B' probability=0.8
7378,choice='A' probability=0.8
7379,
7380,choice='C' probability=0.8
7381,choice='D' probability=0.95
7382,
7383,choice='B' probability=0.9
7384,choice='E' probability=0.9
7385,choice='D' probability=0.8
7386,choice='B' probability=0.8
7387,choice='C' probability=0.7
7388,choice='E' probability=0.4
7389,choice='A' probability=0.9
7390,choice='C' probability=0.4
7391,choice='D' probability=0.8
7392,choice='E' probability=0.9
7393,choice='C' probability=0.75
7394,choice='D' probability=0.8
7395,choice='E' probability=0.8
7396,choice='B' probability=0.8
7397,choice='E' probability=0.8
7398,choice='D' probability=0.9
7399,choice='D' probability=0.4
7400,choice='C' probability=0.8
7401,choice='C' probability=0.9
7402,choice='B' probability=0.7
7403,choice='D' probability=0.8
7404,choice='E' probability=0.8
7405,choice='A' probability=0.8
7406,choice='B' probability=0.8
7407,choice='A' probability=0.8
7408,choice='C' probability=0.9
7409,choice='C' probability=0.4
7410,choice='B' probability=0.8
7411,choice='C' probability=0.25
7412,choice='D' probability=0.8
7413,choice='D' probability=0.8
7414,choice='E' probability=0.95
7415,choice='D' probability=0.8
7416,choice='D' probability=0.8
7417,choice='D' probability=0.8
7418,choice='B' probability=0.8
7419,choice='C' probability=0.8
7420,choice='E' probability=0.9
7421,choice='D' probability=0.8
7422,choice='C' probability=0.2
7423,choice='E' probability=0.8
7424,choice='D' probability=0.9
7425,choice='B' probability=0.7
7426,choice='A' probability=0.8
7427,choice='A' probability=0.8
7428,choice='A' probability=0.8
7429,choice='C' probability=0.9
7430,choice='C' probability=0.8
7431,
7432,choice='B' probability=0.8
7433,choice='B' probability=0.9
7434,choice='A' probability=0.9
7435,choice='C' probability=0.05
7436,choice='A' probability=0.9
7437,choice='E' probability=0.9
7438,choice='A' probability=0.95
7439,choice='A' probability=0.8
7440,choice='A' probability=0.8
7441,choice='B' probability=0.8
7442,choice='D' probability=0.8
7443,choice='B' probability=0.8
7444,choice='E' probability=0.9
7445,choice='B' probability=0.8
7446,choice='C' probability=0.75
7447,choice='B' probability=0.75
7448,choice='C' probability=0.2
7449,choice='A' probability=0.8
7450,
7451,choice='A' probability=0.2
7452,choice='A' probability=0.8
7453,choice='A' probability=0.8
7454,choice='A' probability=0.85
7455,choice='A' probability=0.2
7456,choice='B' probability=0.8
7457,choice='C' probability=0.8
7458,choice='C' probability=0.9
7459,choice='E' probability=0.8
7460,choice='A' probability=0.2
7461,choice='A' probability=0.85
7462,choice='B' probability=0.95
7463,choice='C' probability=0.4
7464,choice='E' probability=0.9
7465,choice='B' probability=0.8
7466,choice='E' probability=0.8
7467,choice='A' probability=0.85
7468,choice='C' probability=0.9
7469,choice='B' probability=0.8
7470,choice='D' probability=0.8
7471,choice='D' probability=0.8
7472,choice='A' probability=0.95
7473,choice='C' probability=0.75
7474,choice='B' probability=0.9
7475,choice='D' probability=0.6
7476,choice='C' probability=0.8
7477,choice='E' probability=0.95
7478,choice='B' probability=0.2
7479,choice='D' probability=0.4
7480,choice='D' probability=0.7
7481,choice='A' probability=0.4
7482,choice='D' probability=0.9
7483,choice='E' probability=0.8
7484,choice='A' probability=0.95
7485,choice='C' probability=0.9
7486,choice='E' probability=0.9
7487,choice='A' probability=0.7
7488,choice='A' probability=0.75
7489,choice='D' probability=0.8
7490,choice='D' probability=0.3
7491,choice='B' probability=0.8
7492,choice='A' probability=0.95
7493,choice='A' probability=0.8
7494,choice='E' probability=0.9
7495,choice='B' probability=0.8
7496,choice='A' probability=0.8
7497,choice='D' probability=0.8
7498,choice='A' probability=0.8
7499,
7500,choice='B' probability=0.9
7501,choice='C' probability=0.8
7502,choice='C' probability=0.8
7503,choice='C' probability=0.9
7504,choice='C' probability=0.15
7505,choice='C' probability=0.85
7506,choice='C' probability=0.8
7507,choice='B' probability=0.95
7508,choice='B' probability=0.95
7509,choice='D' probability=0.95
7510,choice='B' probability=0.9
7511,choice='A' probability=0.8
7512,choice='B' probability=0.9
7513,choice='C' probability=0.75
7514,choice='C' probability=0.2
7515,choice='D' probability=0.8
7516,choice='C' probability=0.5
7517,choice='C' probability=0.8
7518,choice='C' probability=0.8
7519,choice='D' probability=0.8
7520,choice='A' probability=0.85
7521,choice='A' probability=0.8
7522,choice='C' probability=0.95
7523,choice='D' probability=0.8
7524,choice='E' probability=0.8
7525,choice='C' probability=0.9
7526,choice='A' probability=0.9
7527,choice='C' probability=0.7
7528,choice='D' probability=0.9
7529,choice='B' probability=0.8
7530,
7531,choice='B' probability=0.8
7532,choice='C' probability=0.8
7533,choice='B' probability=0.8
7534,choice='B' probability=0.85
7535,choice='C' probability=0.9
7536,choice='D' probability=0.85
7537,choice='D' probability=0.8
7538,choice='E' probability=0.75
7539,choice='D' probability=0.8
7540,choice='E' probability=0.8
7541,choice='A' probability=0.8
7542,choice='E' probability=0.9
7543,choice='A' probability=0.8
7544,choice='A' probability=0.8
7545,choice='B' probability=0.7
7546,choice='B' probability=0.8
7547,choice='B' probability=0.7
7548,choice='B' probability=0.8
7549,choice='A' probability=0.2
7550,choice='C' probability=0.2
7551,choice='E' probability=0.8
7552,choice='E' probability=0.8
7553,choice='A' probability=0.9
7554,choice='C' probability=0.9
7555,choice='C' probability=0.85
7556,choice='C' probability=0.4
7557,choice='C' probability=0.2
7558,choice='C' probability=0.8
7559,choice='B' probability=0.9
7560,choice='C' probability=0.5
7561,choice='B' probability=0.85
7562,choice='A' probability=0.9
7563,choice='B' probability=0.9
7564,choice='C' probability=0.9
7565,choice='B' probability=0.9
7566,choice='E' probability=0.8
7567,choice='B' probability=0.8
7568,choice='C' probability=0.8
7569,choice='B' probability=0.9
7570,choice='B' probability=0.9
7571,choice='B' probability=0.8
7572,choice='C' probability=0.5
7573,choice='A' probability=0.2
7574,choice='E' probability=0.7
7575,choice='A' probability=0.7
7576,choice='A' probability=0.9
7577,choice='A' probability=0.8
7578,choice='D' probability=0.9
7579,choice='D' probability=0.95
7580,choice='E' probability=0.85
7581,choice='C' probability=0.8
7582,choice='E' probability=0.8
7583,choice='E' probability=0.8
7584,choice='D' probability=0.8
7585,choice='B' probability=0.9
7586,choice='A' probability=0.8
7587,choice='D' probability=0.8
7588,choice='C' probability=0.9
7589,choice='B' probability=0.8
7590,
7591,choice='B' probability=0.95
7592,choice='D' probability=0.7
7593,choice='B' probability=0.85
7594,choice='B' probability=0.2
7595,choice='C' probability=0.05
7596,choice='C' probability=0.8
7597,choice='B' probability=0.8
7598,choice='E' probability=0.85
7599,choice='A' probability=0.8
7600,choice='D' probability=0.95
7601,choice='C' probability=0.8
7602,choice='B' probability=0.9
7603,choice='C' probability=0.7
7604,choice='C' probability=0.2
7605,choice='B' probability=0.9
7606,choice='A' probability=0.05
7607,choice='C' probability=0.8
7608,choice='A' probability=0.8
7609,choice='D' probability=0.8
7610,choice='D' probability=0.8
7611,choice='B' probability=0.7
7612,choice='B' probability=0.9
7613,choice='C' probability=0.85
7614,choice='B' probability=0.75
7615,choice='B' probability=0.9
7616,choice='C' probability=0.95
7617,choice='D' probability=0.8
7618,choice='C' probability=0.9
7619,choice='C' probability=0.8
7620,choice='B' probability=0.9
7621,choice='C' probability=0.95
7622,choice='B' probability=0.7
7623,
7624,choice='D' probability=0.8
7625,choice='C' probability=0.9
7626,choice='C' probability=0.8
7627,choice='D' probability=0.8
7628,choice='E' probability=0.7
7629,choice='C' probability=0.8
7630,choice='D' probability=0.9
7631,choice='A' probability=0.8
7632,choice='B' probability=0.8
7633,choice='E' probability=0.9
7634,choice='B' probability=0.2
7635,choice='C' probability=0.9
7636,choice='E' probability=0.9
7637,choice='A' probability=0.8
7638,choice='B' probability=0.05
7639,choice='A' probability=0.9
7640,choice='A' probability=0.8
7641,
7642,choice='B' probability=0.3
7643,choice='D' probability=0.75
7644,choice='B' probability=0.8
7645,choice='C' probability=0.9
7646,choice='A' probability=0.9
7647,choice='C' probability=0.9
7648,choice='E' probability=0.9
7649,choice='A' probability=0.8
7650,choice='B' probability=0.95
7651,choice='A' probability=0.2
7652,choice='A' probability=0.8
7653,choice='A' probability=0.2
7654,choice='C' probability=0.8
7655,choice='A' probability=0.7
7656,choice='E' probability=0.95
7657,
7658,choice='B' probability=0.85
7659,choice='A' probability=0.8
7660,choice='B' probability=0.85
7661,choice='A' probability=0.85
7662,choice='D' probability=0.85
7663,choice='D' probability=0.8
7664,choice='A' probability=0.8
7665,choice='A' probability=0.9
7666,choice='C' probability=0.8
7667,choice='E' probability=0.9
7668,choice='A' probability=0.9
7669,choice='D' probability=0.9
7670,choice='A' probability=0.9
7671,choice='C' probability=0.9
7672,choice='E' probability=0.8
7673,choice='A' probability=0.85
7674,choice='A' probability=0.7
7675,choice='B' probability=0.8
7676,choice='B' probability=0.8
7677,choice='C' probability=0.2
7678,choice='C' probability=0.8
7679,choice='C' probability=0.8
7680,choice='A' probability=0.01
7681,choice='D' probability=0.8
7682,choice='A' probability=0.8
7683,choice='C' probability=0.9
7684,choice='A' probability=0.8
7685,choice='C' probability=0.8
7686,choice='D' probability=0.95
7687,choice='B' probability=0.7
7688,choice='C' probability=0.95
7689,choice='A' probability=0.95
7690,choice='D' probability=0.95
7691,choice='C' probability=0.8
7692,choice='A' probability=0.95
7693,choice='B' probability=0.7
7694,choice='E' probability=0.4
7695,choice='A' probability=0.05
7696,choice='B' probability=0.8
7697,choice='B' probability=0.95
7698,choice='A' probability=0.7
7699,choice='B' probability=0.8
7700,choice='D' probability=0.9
7701,choice='B' probability=0.8
7702,choice='C' probability=0.85
7703,choice='C' probability=0.9
7704,choice='A' probability=0.8
7705,choice='B' probability=0.8
7706,choice='E' probability=0.9
7707,choice='B' probability=0.9
7708,choice='C' probability=0.05
7709,choice='B' probability=0.7
7710,choice='D' probability=0.8
7711,choice='B' probability=0.8
7712,
7713,choice='E' probability=0.01
7714,choice='E' probability=0.8
7715,choice='A' probability=0.9
7716,choice='B' probability=0.2
7717,choice='A' probability=0.8
7718,choice='C' probability=0.8
7719,choice='C' probability=0.85
7720,choice='A' probability=0.85
7721,choice='A' probability=0.8
7722,choice='B' probability=0.7
7723,choice='C' probability=0.9
7724,choice='C' probability=0.7
7725,choice='E' probability=0.7
7726,choice='C' probability=0.8
7727,choice='C' probability=0.8
7728,choice='A' probability=0.85
7729,choice='B' probability=0.4
7730,choice='D' probability=0.9
7731,choice='C' probability=0.9
7732,choice='A' probability=0.8
7733,choice='C' probability=0.8
7734,choice='B' probability=0.7
7735,choice='B' probability=0.7
7736,choice='E' probability=0.85
7737,choice='E' probability=0.85
7738,choice='D' probability=0.8
7739,choice='D' probability=0.7
7740,choice='C' probability=0.8
7741,choice='C' probability=0.8
7742,choice='E' probability=0.75
7743,choice='C' probability=0.7
7744,choice='C' probability=0.7
7745,choice='E' probability=0.05
7746,choice='A' probability=0.8
7747,choice='C' probability=0.8
7748,choice='E' probability=0.8
7749,choice='C' probability=0.4
7750,choice='B' probability=0.4
7751,choice='E' probability=0.9
7752,choice='A' probability=0.2
7753,choice='E' probability=0.7
7754,choice='B' probability=0.9
7755,choice='D' probability=0.95
7756,choice='A' probability=0.7
7757,choice='A' probability=0.8
7758,choice='E' probability=0.8
7759,choice='C' probability=0.8
7760,choice='C' probability=0.9
7761,choice='A' probability=0.2
7762,choice='E' probability=0.75
7763,choice='B' probability=0.8
7764,choice='D' probability=0.8
7765,choice='C' probability=0.2
7766,choice='C' probability=0.85
7767,choice='A' probability=0.8
7768,choice='E' probability=0.95
7769,choice='B' probability=0.85
7770,choice='E' probability=0.8
7771,choice='B' probability=0.9
7772,choice='A' probability=0.7
7773,choice='B' probability=0.8
7774,choice='D' probability=0.9
7775,choice='A' probability=0.9
7776,choice='E' probability=0.7
7777,choice='B' probability=0.8
7778,choice='A' probability=0.85
7779,choice='E' probability=0.95
7780,
7781,
7782,choice='C' probability=0.7
7783,
7784,choice='B' probability=0.7
7785,choice='B' probability=0.4
7786,choice='B' probability=0.8
7787,choice='A' probability=0.8
7788,choice='C' probability=0.85
7789,choice='E' probability=0.95
7790,choice='E' probability=0.8
7791,choice='E' probability=0.9
7792,choice='B' probability=0.8
7793,choice='C' probability=0.85
7794,choice='C' probability=0.8
7795,choice='C' probability=0.8
7796,choice='E' probability=0.9
7797,choice='B' probability=0.85
7798,choice='C' probability=0.9
7799,choice='C' probability=0.9
7800,choice='E' probability=0.9
7801,choice='E' probability=0.9
7802,choice='D' probability=0.9
7803,
7804,choice='A' probability=0.95
7805,choice='E' probability=0.8
7806,choice='C' probability=0.8
7807,choice='E' probability=0.8
7808,choice='A' probability=0.9
7809,choice='C' probability=0.8
7810,choice='B' probability=0.8
7811,choice='B' probability=0.8
7812,choice='A' probability=0.9
7813,choice='C' probability=0.2
7814,choice='B' probability=0.8
7815,choice='C' probability=0.8
7816,choice='D' probability=0.05
7817,choice='B' probability=0.8
7818,choice='A' probability=0.8
7819,choice='C' probability=0.2
7820,choice='A' probability=0.8
7821,choice='A' probability=0.8
7822,choice='A' probability=0.2
7823,choice='B' probability=0.7
7824,choice='A' probability=0.85
7825,choice='A' probability=0.8
7826,choice='B' probability=0.9
7827,choice='A' probability=0.2
7828,choice='C' probability=0.8
7829,choice='D' probability=0.8
7830,choice='E' probability=0.95
7831,choice='A' probability=0.2
7832,choice='B' probability=0.4
7833,choice='C' probability=0.4
